Product ID,Product Name,Product Group ID,Price,Stock Quantity,Supplier,Warranty Period,Manufacturing Date,Expiry Date,Weight,Dimensions
32,Headphones E,32,70$,70,Supplier X,3 years,1/31/2022,4/11/2025,300g,5x2x0.3 inch
33,SIM Y,33,505$,50,Supplier D,12 months,10/12/2022,7/13/2024,300g,5x2x0.3 inch
34,Smartwatch Z,34,56$,50,Supplier Y,6 months,1/24/2022,9/21/2024,200g,8x5x0.5 inch
35,SIM Y,35,10$,80,Supplier G,18 months,7/3/2022,9/23/2024,300g,13x9x0.7 inch
36,Printer H,36,29$,60,Supplier M,3 years,11/26/2022,7/8/2024,300g,2x2x0.5 inch
37,Smartphone A,37,70$,70,Supplier X,3 years,9/29/2022,9/6/2024,650g,6x5x2 inch
38,PC D,38,52$,200,Supplier H,18 months,6/24/2022,2/13/2025,2.3kg,6x5x2 inch
39,SIM Y,39,44$,50,Supplier E,2 years,2/24/2022,9/21/2024,200g,6x5x2 inch
40,Printer H,40,310$,50,Supplier A,2 years,3/19/2022,5/27/2024,300g,13x9x0.7 inch
41,Laptop C,41,250$,200,Supplier G,18 months,9/25/2022,12/16/2024,650g,13x9x0.7 inch
42,Printer H,42,99$,150,Supplier F,12 months,2/13/2022,7/5/2024,200g,6x5x2 inch
43,PC D,43,39$,200,Supplier M,1 year,10/9/2022,2/22/2025,650g,13x9x0.7 inch
44,SIM Y,44,44$,250,Supplier L,6 months,11/3/2022,9/28/2024,200g,13x9x0.7 inch
45,Smartphone A,45,56$,30,Supplier A,6 months,4/8/2022,11/16/2024,650g,5x2x0.3 inch
46,Headphones E,46,39$,100,Supplier D,18 months,6/21/2022,12/8/2024,2.3kg,8x5x0.5 inch
47,Laptop C,47,60$,70,Supplier C,3 years,10/21/2022,9/24/2024,2kg,2x2x0.5 inch
48,Accessory F,48,99$,50,Supplier E,3 years,9/21/2022,1/1/2025,650g,6x5x2 inch
49,SIM Y,49,10$,30,Supplier H,3 years,9/29/2022,9/20/2024,650g,6x5x2 inch
50,Accessory F,50,250$,150,Supplier N,12 months,9/30/2022,2/28/2025,300g,13x9x0.7 inch
51,Accessory F,51,212$,90,Supplier O,12 months,7/10/2022,9/5/2024,300g,6x5x2 inch
52,Accessory F,52,99$,60,Supplier Y,3 years,7/15/2022,7/11/2024,300g,13x9x0.7 inch
53,Smartphone A,53,39$,150,Supplier O,18 months,1/13/2022,5/28/2024,500g,5x2x0.3 inch
54,Smartwatch Z,54,60$,90,Supplier F,18 months,3/6/2022,8/25/2024,500g,13x9x0.7 inch
55,PC D,55,250$,70,Supplier K,1 year,8/29/2022,10/25/2024,650g,5x2x0.3 inch
56,PC D,56,423$,30,Supplier O,2 years,8/4/2022,7/27/2024,2kg,13x9x0.7 inch
57,Headphones E,57,39$,50,Supplier B,2 years,5/28/2022,6/12/2024,650g,8x5x0.5 inch
58,Watch G,58,60$,60,Supplier Z,18 months,4/30/2022,2/9/2025,2kg,8x5x0.5 inch
59,Tablet B,59,10$,90,Supplier C,2 years,11/18/2022,4/21/2025,2kg,8x5x0.5 inch
60,PC D,60,60$,50,Supplier G,18 months,7/10/2022,4/1/2025,650g,2x2x0.5 inch
61,Accessory F,61,29$,250,Supplier G,18 months,1/13/2022,9/16/2024,500g,5x2x0.3 inch
62,Laptop C,62,423$,80,Supplier D,18 months,12/8/2022,4/21/2025,2kg,6x5x2 inch
63,Headphones E,63,29$,40,Supplier B,18 months,10/7/2022,6/25/2024,300g,2x2x0.5 inch
64,Printer H,64,39$,100,Supplier K,1 year,7/16/2022,1/4/2025,500g,8x5x0.5 inch
65,Printer H,65,60$,80,Supplier Z,1 year,1/19/2022,5/20/2024,200g,6x5x2 inch
66,Accessory F,66,423$,50,Supplier G,2 years,7/11/2022,7/6/2024,2kg,13x9x0.7 inch
67,Laptop C,67,29$,40,Supplier K,3 years,5/12/2022,2/3/2025,1.5kg,8x5x0.5 inch
68,Watch G,68,212$,30,Supplier I,3 years,3/26/2022,4/30/2025,300g,2x2x0.5 inch
69,Laptop C,69,29$,200,Supplier D,6 months,7/5/2022,6/4/2024,2.3kg,5x2x0.3 inch
70,Watch G,70,44$,30,Supplier Y,2 years,12/10/2022,11/10/2024,300g,5x2x0.3 inch
71,Headphones E,71,100$,80,Supplier Y,18 months,11/19/2022,8/16/2024,2.3kg,6x5x2 inch
72,PC D,72,44$,70,Supplier F,12 months,1/22/2022,7/10/2024,200g,2x2x0.5 inch
73,Laptop C,73,70$,80,Supplier A,12 months,3/9/2022,2/8/2025,300g,6x5x2 inch
74,Tablet B,74,100$,80,Supplier H,6 months,10/17/2022,2/14/2025,2.3kg,8x5x0.5 inch
75,PC D,75,52$,30,Supplier E,12 months,4/4/2022,5/20/2024,1.5kg,8x5x0.5 inch
76,SIM Y,76,531$,50,Supplier K,2 years,1/28/2022,1/1/2025,1.5kg,2x2x0.5 inch
77,Accessory F,77,423$,80,Supplier H,12 months,10/11/2022,1/10/2025,100g,5x2x0.3 inch
78,SIM Y,78,39$,200,Supplier B,6 months,1/29/2022,4/28/2025,1.5kg,13x9x0.7 inch
79,Watch G,79,39$,200,Supplier G,6 months,1/23/2022,10/24/2024,300g,8x5x0.5 inch
80,Watch G,80,44$,90,Supplier E,18 months,4/3/2022,1/7/2025,300g,13x9x0.7 inch
81,Watch G,81,310$,90,Supplier X,18 months,11/12/2022,3/25/2025,2.3kg,2x2x0.5 inch
82,Accessory F,82,70$,200,Supplier L,1 year,9/15/2022,8/10/2024,300g,2x2x0.5 inch
83,Accessory F,83,99$,60,Supplier A,18 months,8/7/2022,5/16/2025,100g,6x5x2 inch
84,Smartwatch Z,84,99$,90,Supplier M,18 months,11/5/2022,11/22/2024,650g,13x9x0.7 inch
85,Smartphone A,85,531$,30,Supplier H,12 months,4/15/2022,1/30/2025,650g,8x5x0.5 inch
86,Smartwatch Z,86,212$,80,Supplier H,1 year,4/7/2022,3/6/2025,1.5kg,5x2x0.3 inch
87,Printer H,87,60$,50,Supplier H,18 months,4/28/2022,2/28/2025,300g,6x5x2 inch
88,Smartwatch Z,88,29$,60,Supplier E,18 months,8/20/2022,3/8/2025,650g,2x2x0.5 inch
89,Tablet B,89,531$,30,Supplier K,2 years,6/25/2022,2/27/2025,2.3kg,2x2x0.5 inch
90,Accessory F,90,56$,50,Supplier D,18 months,11/4/2022,9/22/2024,1.5kg,5x2x0.3 inch
91,Smartwatch Z,91,60$,90,Supplier Y,6 months,5/5/2022,11/11/2024,2.3kg,6x5x2 inch
92,Watch G,92,56$,250,Supplier H,6 months,3/14/2022,5/20/2025,100g,8x5x0.5 inch
93,Laptop C,93,39$,200,Supplier H,12 months,3/4/2022,12/30/2024,300g,13x9x0.7 inch
94,PC D,94,56$,30,Supplier L,6 months,11/25/2022,3/8/2025,500g,8x5x0.5 inch
95,Watch G,95,505$,250,Supplier O,12 months,11/19/2022,12/27/2024,650g,8x5x0.5 inch
96,Smartphone A,96,423$,150,Supplier D,1 year,7/27/2022,6/5/2025,300g,6x5x2 inch
97,Headphones E,97,10$,90,Supplier N,6 months,8/18/2022,6/7/2025,2kg,8x5x0.5 inch
98,Smartwatch Z,98,70$,90,Supplier X,18 months,10/21/2022,1/3/2025,300g,2x2x0.5 inch
99,Tablet B,99,52$,250,Supplier D,2 years,1/23/2022,3/17/2025,200g,6x5x2 inch
100,Printer H,100,60$,40,Supplier O,6 months,4/7/2022,2/6/2025,2kg,13x9x0.7 inch
101,Headphones E,101,250$,250,Supplier A,12 months,4/13/2022,5/27/2025,2kg,8x5x0.5 inch
102,Tablet B,102,100$,150,Supplier Z,12 months,2/15/2022,1/30/2025,500g,5x2x0.3 inch
103,Headphones E,103,250$,30,Supplier X,12 months,9/6/2022,9/24/2024,2.3kg,13x9x0.7 inch
104,SIM Y,104,44$,80,Supplier X,12 months,5/23/2022,8/19/2024,200g,6x5x2 inch
105,Laptop C,105,70$,70,Supplier D,2 years,9/13/2022,12/16/2024,300g,2x2x0.5 inch
106,Smartphone A,106,212$,250,Supplier K,2 years,4/7/2022,8/14/2024,2kg,6x5x2 inch
107,Printer H,107,52$,200,Supplier H,3 years,10/22/2022,8/8/2024,2.3kg,5x2x0.3 inch
108,Laptop C,108,100$,250,Supplier E,3 years,7/5/2022,12/20/2024,300g,2x2x0.5 inch
109,Smartwatch Z,109,60$,70,Supplier X,6 months,11/6/2022,6/24/2024,500g,2x2x0.5 inch
110,Tablet B,110,70$,150,Supplier D,18 months,7/30/2022,5/30/2025,100g,5x2x0.3 inch
111,SIM Y,111,70$,70,Supplier C,12 months,8/7/2022,5/17/2025,300g,8x5x0.5 inch
112,Headphones E,112,531$,200,Supplier F,2 years,4/30/2022,9/17/2024,2kg,8x5x0.5 inch
113,Accessory F,113,44$,200,Supplier N,2 years,4/20/2022,12/12/2024,650g,2x2x0.5 inch
114,Headphones E,114,29$,80,Supplier Z,6 months,11/1/2022,6/30/2024,500g,13x9x0.7 inch
115,Watch G,115,44$,60,Supplier E,12 months,2/14/2022,10/3/2024,2.3kg,2x2x0.5 inch
116,Smartphone A,116,505$,50,Supplier M,2 years,8/17/2022,10/9/2024,100g,13x9x0.7 inch
117,Printer H,117,29$,60,Supplier F,2 years,12/8/2022,10/26/2024,2kg,2x2x0.5 inch
118,Accessory F,118,44$,100,Supplier O,3 years,4/21/2022,10/29/2024,2kg,2x2x0.5 inch
119,Tablet B,119,505$,60,Supplier F,12 months,11/18/2022,6/25/2024,650g,13x9x0.7 inch
120,Headphones E,120,70$,200,Supplier M,6 months,5/12/2022,6/23/2024,200g,13x9x0.7 inch
121,Smartwatch Z,121,310$,80,Supplier E,18 months,9/28/2022,3/12/2025,2.3kg,6x5x2 inch
122,Smartphone A,122,60$,250,Supplier X,1 year,4/10/2022,3/10/2025,500g,2x2x0.5 inch
123,Printer H,123,52$,100,Supplier O,2 years,3/1/2022,6/2/2024,1.5kg,5x2x0.3 inch
124,Watch G,124,56$,90,Supplier C,12 months,2/27/2022,10/21/2024,300g,5x2x0.3 inch
125,Smartwatch Z,125,10$,70,Supplier K,12 months,2/5/2022,9/14/2024,2kg,5x2x0.3 inch
126,Tablet B,126,531$,90,Supplier C,3 years,8/27/2022,12/20/2024,1.5kg,2x2x0.5 inch
127,Laptop C,127,310$,50,Supplier A,2 years,7/10/2022,5/20/2024,200g,6x5x2 inch
128,Smartphone A,128,56$,100,Supplier Y,18 months,5/29/2022,5/23/2025,2kg,8x5x0.5 inch
129,PC D,129,44$,30,Supplier L,2 years,10/26/2022,9/8/2024,300g,2x2x0.5 inch
130,Smartwatch Z,130,310$,50,Supplier A,6 months,11/15/2022,6/30/2024,200g,13x9x0.7 inch
131,SIM Y,131,52$,80,Supplier L,12 months,11/8/2022,11/15/2024,500g,8x5x0.5 inch
132,Laptop C,132,100$,80,Supplier D,2 years,11/9/2022,12/18/2024,650g,13x9x0.7 inch
133,Laptop C,133,10$,90,Supplier Y,1 year,8/30/2022,5/18/2025,650g,13x9x0.7 inch
134,Printer H,134,531$,30,Supplier G,6 months,11/27/2022,8/19/2024,2.3kg,8x5x0.5 inch
135,Printer H,135,44$,60,Supplier D,12 months,4/25/2022,3/3/2025,100g,13x9x0.7 inch
136,SIM Y,136,56$,70,Supplier Z,6 months,6/25/2022,3/31/2025,100g,2x2x0.5 inch
137,Smartphone A,137,70$,40,Supplier H,6 months,5/7/2022,7/25/2024,300g,13x9x0.7 inch
138,Accessory F,138,70$,50,Supplier E,18 months,1/29/2022,6/22/2024,1.5kg,2x2x0.5 inch
139,SIM Y,139,44$,80,Supplier A,18 months,3/1/2022,3/3/2025,650g,13x9x0.7 inch
140,Headphones E,140,10$,40,Supplier L,1 year,10/7/2022,9/28/2024,300g,6x5x2 inch
141,Printer H,141,10$,50,Supplier A,1 year,11/26/2022,6/20/2024,500g,2x2x0.5 inch
142,SIM Y,142,39$,250,Supplier L,18 months,9/8/2022,8/19/2024,1.5kg,5x2x0.3 inch
143,Printer H,143,100$,70,Supplier E,1 year,6/8/2022,5/27/2025,500g,13x9x0.7 inch
144,SIM Y,144,100$,60,Supplier A,18 months,3/15/2022,8/10/2024,100g,2x2x0.5 inch
145,PC D,145,100$,50,Supplier Z,6 months,3/11/2022,2/16/2025,500g,2x2x0.5 inch
146,Accessory F,146,44$,30,Supplier A,2 years,9/8/2022,10/16/2024,500g,2x2x0.5 inch
147,Accessory F,147,100$,250,Supplier O,2 years,11/28/2022,5/11/2024,2kg,5x2x0.3 inch
148,PC D,148,56$,50,Supplier D,3 years,6/3/2022,9/1/2024,2.3kg,8x5x0.5 inch
149,Smartphone A,149,56$,90,Supplier G,1 year,7/6/2022,5/29/2024,100g,13x9x0.7 inch
150,Smartphone A,150,100$,250,Supplier G,18 months,5/30/2022,2/26/2025,100g,5x2x0.3 inch
151,Tablet B,151,505$,80,Supplier H,12 months,2/14/2022,3/12/2025,1.5kg,13x9x0.7 inch
152,Accessory F,152,70$,80,Supplier M,2 years,10/17/2022,10/21/2024,200g,2x2x0.5 inch
153,Smartphone A,153,531$,100,Supplier H,2 years,8/14/2022,7/1/2024,1.5kg,13x9x0.7 inch
154,Printer H,154,250$,80,Supplier M,2 years,8/19/2022,9/4/2024,1.5kg,6x5x2 inch
155,Accessory F,155,250$,80,Supplier B,18 months,3/29/2022,7/31/2024,2kg,6x5x2 inch
156,Watch G,156,310$,90,Supplier D,12 months,4/5/2022,11/28/2024,300g,5x2x0.3 inch
157,Tablet B,157,70$,40,Supplier H,12 months,11/10/2022,6/29/2024,300g,2x2x0.5 inch
158,Smartphone A,158,60$,250,Supplier Z,2 years,6/21/2022,8/27/2024,650g,5x2x0.3 inch
159,SIM Y,159,44$,150,Supplier Z,2 years,9/10/2022,2/11/2025,2.3kg,2x2x0.5 inch
160,Accessory F,160,70$,30,Supplier Z,1 year,11/7/2022,3/11/2025,2.3kg,8x5x0.5 inch
161,Headphones E,161,60$,70,Supplier X,2 years,8/7/2022,6/30/2024,300g,2x2x0.5 inch
162,Laptop C,162,212$,70,Supplier O,6 months,7/25/2022,3/11/2025,2.3kg,6x5x2 inch
163,Headphones E,163,44$,70,Supplier A,1 year,9/8/2022,2/4/2025,100g,2x2x0.5 inch
164,Laptop C,164,60$,30,Supplier N,18 months,5/21/2022,10/13/2024,500g,5x2x0.3 inch
165,Smartwatch Z,165,250$,250,Supplier F,18 months,10/22/2022,2/26/2025,100g,6x5x2 inch
166,Tablet B,166,70$,70,Supplier I,3 years,4/19/2022,2/9/2025,100g,13x9x0.7 inch
167,Printer H,167,39$,90,Supplier A,3 years,5/4/2022,10/26/2024,2kg,5x2x0.3 inch
168,PC D,168,39$,100,Supplier K,18 months,9/1/2022,1/3/2025,1.5kg,5x2x0.3 inch
169,Smartwatch Z,169,39$,200,Supplier B,18 months,3/17/2022,12/17/2024,650g,13x9x0.7 inch
170,Headphones E,170,99$,90,Supplier B,18 months,4/24/2022,3/29/2025,1.5kg,6x5x2 inch
171,Tablet B,171,60$,90,Supplier H,18 months,11/20/2022,4/3/2025,2kg,8x5x0.5 inch
172,Headphones E,172,44$,50,Supplier F,6 months,7/26/2022,9/14/2024,300g,2x2x0.5 inch
173,Tablet B,173,29$,70,Supplier O,2 years,2/1/2022,4/1/2025,300g,13x9x0.7 inch
174,Smartphone A,174,250$,150,Supplier B,6 months,9/17/2022,1/30/2025,2.3kg,2x2x0.5 inch
175,Smartwatch Z,175,70$,30,Supplier F,1 year,2/10/2022,2/22/2025,100g,8x5x0.5 inch
176,Smartwatch Z,176,99$,100,Supplier K,2 years,8/24/2022,8/1/2024,300g,6x5x2 inch
177,Smartwatch Z,177,531$,250,Supplier I,12 months,4/22/2022,5/21/2024,500g,2x2x0.5 inch
178,Headphones E,178,52$,200,Supplier B,1 year,11/5/2022,3/25/2025,100g,5x2x0.3 inch
179,Headphones E,179,56$,30,Supplier G,3 years,11/19/2022,11/12/2024,650g,6x5x2 inch
180,Watch G,180,10$,90,Supplier Z,1 year,6/30/2022,11/5/2024,500g,5x2x0.3 inch
181,Headphones E,181,44$,150,Supplier D,12 months,1/14/2022,4/8/2025,2kg,5x2x0.3 inch
182,Laptop C,182,310$,40,Supplier X,12 months,6/11/2022,5/20/2025,300g,8x5x0.5 inch
183,Watch G,183,52$,50,Supplier L,18 months,7/5/2022,7/7/2024,650g,13x9x0.7 inch
184,Tablet B,184,70$,30,Supplier F,18 months,2/2/2022,4/13/2025,300g,13x9x0.7 inch
185,Headphones E,185,44$,150,Supplier A,3 years,5/28/2022,11/28/2024,300g,6x5x2 inch
186,Accessory F,186,70$,90,Supplier N,2 years,1/20/2022,7/4/2024,650g,13x9x0.7 inch
187,Headphones E,187,44$,90,Supplier K,18 months,3/3/2022,5/13/2025,650g,8x5x0.5 inch
188,SIM Y,188,39$,100,Supplier K,2 years,1/25/2022,10/21/2024,500g,2x2x0.5 inch
189,SIM Y,189,52$,70,Supplier M,12 months,1/25/2022,11/28/2024,200g,13x9x0.7 inch
190,Laptop C,190,531$,80,Supplier N,1 year,6/14/2022,10/9/2024,2.3kg,8x5x0.5 inch
191,Tablet B,191,56$,100,Supplier K,2 years,6/7/2022,6/8/2025,2.3kg,2x2x0.5 inch
192,SIM Y,192,44$,80,Supplier F,2 years,2/7/2022,5/2/2025,1.5kg,5x2x0.3 inch
193,Tablet B,193,60$,150,Supplier X,12 months,6/27/2022,2/13/2025,2kg,5x2x0.3 inch
194,Headphones E,194,60$,70,Supplier A,3 years,10/17/2022,11/26/2024,500g,5x2x0.3 inch
195,Tablet B,195,505$,200,Supplier L,3 years,6/22/2022,4/22/2025,500g,5x2x0.3 inch
196,Accessory F,196,100$,60,Supplier F,2 years,4/18/2022,12/25/2024,500g,13x9x0.7 inch
197,Smartphone A,197,505$,70,Supplier Y,2 years,11/2/2022,7/24/2024,650g,13x9x0.7 inch
198,SIM Y,198,70$,90,Supplier L,3 years,3/26/2022,5/21/2024,2.3kg,13x9x0.7 inch
199,Printer H,199,60$,60,Supplier Y,1 year,3/22/2022,11/10/2024,500g,6x5x2 inch
200,Laptop C,200,505$,80,Supplier H,6 months,4/3/2022,2/7/2025,650g,8x5x0.5 inch
201,Watch G,201,100$,200,Supplier E,1 year,11/9/2022,2/14/2025,100g,6x5x2 inch
202,Tablet B,202,531$,50,Supplier B,12 months,6/19/2022,12/30/2024,300g,13x9x0.7 inch
203,Smartphone A,203,99$,30,Supplier O,3 years,2/24/2022,8/28/2024,300g,6x5x2 inch
204,PC D,204,56$,70,Supplier B,3 years,1/24/2022,3/26/2025,650g,6x5x2 inch
205,Smartphone A,205,56$,30,Supplier F,1 year,11/15/2022,11/10/2024,650g,2x2x0.5 inch
206,Watch G,206,10$,200,Supplier O,1 year,1/23/2022,4/19/2025,500g,2x2x0.5 inch
207,SIM Y,207,212$,60,Supplier A,2 years,9/28/2022,12/1/2024,2kg,6x5x2 inch
208,Smartphone A,208,212$,50,Supplier N,2 years,3/17/2022,1/7/2025,300g,2x2x0.5 inch
209,SIM Y,209,10$,150,Supplier L,2 years,9/28/2022,6/5/2024,2kg,13x9x0.7 inch
210,Watch G,210,56$,80,Supplier C,2 years,4/2/2022,9/6/2024,300g,6x5x2 inch
211,Smartphone A,211,505$,30,Supplier C,6 months,7/3/2022,2/6/2025,2.3kg,2x2x0.5 inch
212,Laptop C,212,29$,80,Supplier K,3 years,9/17/2022,6/29/2024,100g,6x5x2 inch
213,Tablet B,213,70$,40,Supplier A,1 year,8/3/2022,12/5/2024,200g,5x2x0.3 inch
214,Tablet B,214,212$,80,Supplier C,1 year,5/2/2022,1/29/2025,100g,5x2x0.3 inch
215,SIM Y,215,100$,70,Supplier Y,2 years,8/25/2022,1/16/2025,650g,13x9x0.7 inch
216,Printer H,216,505$,250,Supplier O,12 months,11/1/2022,7/29/2024,300g,13x9x0.7 inch
217,Smartphone A,217,310$,30,Supplier K,18 months,7/1/2022,9/1/2024,100g,13x9x0.7 inch
218,Laptop C,218,100$,90,Supplier C,12 months,3/10/2022,6/5/2025,200g,6x5x2 inch
219,Headphones E,219,100$,250,Supplier D,12 months,11/11/2022,11/2/2024,2.3kg,8x5x0.5 inch
220,Printer H,220,29$,60,Supplier Z,12 months,11/22/2022,5/12/2025,2kg,5x2x0.3 inch
221,Printer H,221,250$,70,Supplier L,3 years,5/29/2022,6/28/2024,100g,2x2x0.5 inch
222,Watch G,222,212$,50,Supplier D,1 year,8/12/2022,3/3/2025,300g,6x5x2 inch
223,Accessory F,223,100$,60,Supplier A,1 year,3/6/2022,11/3/2024,500g,13x9x0.7 inch
224,Accessory F,224,310$,90,Supplier O,12 months,7/10/2022,11/17/2024,2kg,13x9x0.7 inch
225,Accessory F,225,10$,150,Supplier K,2 years,4/7/2022,12/24/2024,100g,5x2x0.3 inch
226,Smartwatch Z,226,100$,70,Supplier Z,3 years,4/1/2022,9/11/2024,2.3kg,5x2x0.3 inch
227,Tablet B,227,100$,250,Supplier M,3 years,10/31/2022,12/20/2024,1.5kg,8x5x0.5 inch
228,Tablet B,228,423$,250,Supplier E,1 year,1/25/2022,11/12/2024,300g,8x5x0.5 inch
229,Smartphone A,229,310$,70,Supplier O,3 years,3/17/2022,4/23/2025,100g,2x2x0.5 inch
230,PC D,230,10$,50,Supplier F,6 months,7/17/2022,4/18/2025,100g,5x2x0.3 inch
231,Accessory F,231,100$,90,Supplier Y,12 months,10/10/2022,1/28/2025,1.5kg,5x2x0.3 inch
232,SIM Y,232,250$,90,Supplier G,6 months,7/31/2022,3/24/2025,100g,6x5x2 inch
233,Headphones E,233,70$,50,Supplier Y,6 months,10/9/2022,2/4/2025,2kg,2x2x0.5 inch
234,Tablet B,234,531$,90,Supplier F,12 months,12/8/2022,10/16/2024,2.3kg,6x5x2 inch
235,Headphones E,235,10$,40,Supplier B,12 months,3/3/2022,7/19/2024,500g,13x9x0.7 inch
236,SIM Y,236,56$,80,Supplier O,1 year,10/4/2022,12/7/2024,1.5kg,8x5x0.5 inch
237,Smartwatch Z,237,56$,90,Supplier A,1 year,5/9/2022,12/1/2024,200g,13x9x0.7 inch
238,Printer H,238,39$,70,Supplier I,12 months,8/7/2022,11/18/2024,2.3kg,6x5x2 inch
239,PC D,239,60$,30,Supplier E,6 months,8/14/2022,7/1/2024,650g,5x2x0.3 inch
240,SIM Y,240,60$,30,Supplier D,2 years,7/30/2022,11/18/2024,300g,2x2x0.5 inch
241,Tablet B,241,56$,150,Supplier K,18 months,12/5/2022,12/1/2024,200g,2x2x0.5 inch
242,Accessory F,242,56$,100,Supplier A,18 months,4/27/2022,4/1/2025,200g,5x2x0.3 inch
243,Tablet B,243,310$,100,Supplier D,3 years,11/8/2022,1/2/2025,2kg,13x9x0.7 inch
244,Watch G,244,100$,80,Supplier K,12 months,11/28/2022,5/18/2025,2kg,8x5x0.5 inch
245,Printer H,245,52$,200,Supplier I,1 year,5/10/2022,9/16/2024,300g,13x9x0.7 inch
246,PC D,246,44$,150,Supplier F,1 year,2/6/2022,4/10/2025,300g,5x2x0.3 inch
247,Smartwatch Z,247,70$,250,Supplier E,12 months,1/18/2022,6/3/2024,1.5kg,6x5x2 inch
248,Accessory F,248,44$,40,Supplier O,1 year,1/30/2022,4/10/2025,500g,8x5x0.5 inch
249,Printer H,249,44$,50,Supplier Z,1 year,3/9/2022,2/20/2025,500g,2x2x0.5 inch
250,Smartphone A,250,99$,70,Supplier L,2 years,9/8/2022,4/1/2025,100g,6x5x2 inch
251,Smartwatch Z,251,44$,60,Supplier O,3 years,8/13/2022,6/2/2024,500g,13x9x0.7 inch
252,SIM Y,252,60$,250,Supplier H,6 months,7/2/2022,8/4/2024,300g,13x9x0.7 inch
253,PC D,253,39$,200,Supplier L,12 months,9/27/2022,6/7/2024,500g,8x5x0.5 inch
254,Smartwatch Z,254,52$,50,Supplier Z,1 year,4/3/2022,2/7/2025,650g,6x5x2 inch
255,Laptop C,255,44$,100,Supplier Z,18 months,7/14/2022,6/29/2024,2kg,2x2x0.5 inch
256,Headphones E,256,56$,90,Supplier H,6 months,3/2/2022,8/19/2024,1.5kg,5x2x0.3 inch
257,Accessory F,257,70$,150,Supplier G,3 years,8/26/2022,9/18/2024,1.5kg,5x2x0.3 inch
258,Headphones E,258,212$,30,Supplier E,3 years,4/30/2022,6/11/2024,100g,13x9x0.7 inch
259,Headphones E,259,310$,100,Supplier A,18 months,4/9/2022,7/28/2024,2.3kg,5x2x0.3 inch
